,Incident No.,View,Unit,Zone,Function,Category,Incident Nature,Incident Type,Description,Incident Date,Reporting Date,Status,Debit Note Status
8369,8369,FAR,PCG,,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2016-09-08 00:00:00,2016-09-08,Not Approved,
8370,8370,FAR,PCG,DTA PCG,Physical Security,Others,IR issue,Others,IR issueOthers,2016-09-07 00:00:00,2016-09-07,Approved By Zone IC,
8371,8371,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-09-07 00:00:00,2016-09-08,Not Approved,
8372,8372,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-09-07 00:00:00,2016-09-07,Not Approved,
8373,8373,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-09-07 00:00:00,2016-09-07,Not Approved,
8374,8374,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2016-09-07 00:00:00,2016-09-07,Approved By Site Head,
8375,8375,FAR,DTA,C-Zone,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2016-09-06 00:00:00,2016-09-06,Approved By Site Head,
8376,8376,FAR,PCG,,Physical Security,Others,IR issue,Others,IR issueOthers,2016-09-06 00:00:00,2016-09-06,Not Approved,
8377,8377,FAR,PCG,,Physical Security,Security,Theft,Reported,TheftReported,2016-09-05 00:00:00,2016-09-05,Not Approved,
8378,8378,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-09-05 00:00:00,2016-09-05,Not Approved,
8379,8379,FAR,MTF,MTF OSBL,Physical Security,Others,Emergency response,Natural Calamity,Emergency responseNatural Calamity,2016-09-05 00:00:00,2016-09-05,Approved By Site Head,
8380,8380,FAR,MTF,Haul Road,Traffic,Traffic incident,Damaging property,,,2016-09-05 00:00:00,2016-09-05,Approved By Site Head,
8381,8381,FAR,SEZ,D Zone,Automation,Security,Damage to company property,Barrier,Damage to company propertyBarrier,2016-09-04 00:00:00,2016-09-04,Approved By Site Head,
8382,8382,FAR,DTA,A-Zone,Automation,Security,Damage to company property,Barrier,Damage to company propertyBarrier,2016-09-04 00:00:00,2016-09-04,Not Approved,
8383,8383,FAR,SEZ,Z-RTF,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2016-09-03 00:00:00,2016-09-03,Approved By Site Head,
8384,8384,FAR,MTF,MTF ISBL,Traffic,Traffic incident,Near miss,,,2016-09-03 00:00:00,2016-09-03,Approved By Site Head,
8385,8385,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2016-09-03 00:00:00,2016-09-03,Approved By Zone IC,
8386,8386,FAR,SEZ,Material Zone,Physical Security,Security,Theft,Attempt,TheftAttempt,2016-09-03 00:00:00,2016-09-03,Approved By Site Head,
8387,8387,FAR,PCG,,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2016-09-03 00:00:00,2016-09-03,Not Approved,
8388,8388,FAR,DTA,A-Zone,Automation,Security,Damage to company property,Barrier,Damage to company propertyBarrier,2016-09-03 00:00:00,2016-09-03,Not Approved,
8389,8389,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2016-09-03 00:00:00,2016-09-03,Approved By Zone IC,
8390,8390,FAR,MTF,MTF ISBL,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2016-09-02 00:00:00,2016-09-02,Approved By Site Head,
8391,8391,FAR,SEZ,D Zone,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2016-09-02 00:00:00,2016-09-02,Approved By Site Head,
8392,8392,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2016-09-01 00:00:00,2016-09-01,Not Approved,
8393,8393,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2016-09-01 00:00:00,2016-09-01,Not Approved,
8394,8394,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-09-01 00:00:00,2016-09-01,Not Approved,
8395,8395,FAR,PCG,,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2016-09-01 00:00:00,2016-09-01,Not Approved,
8396,8396,FAR,PCG,,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2016-09-01 00:00:00,2016-09-01,Not Approved,
8397,8397,FAR,PCG,,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2016-09-01 00:00:00,2016-09-01,Not Approved,
8398,8398,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-09-01 00:00:00,2016-09-01,Not Approved,
8399,8399,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-09-01 00:00:00,2016-09-01,Not Approved,
8400,8400,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-09-01 00:00:00,2016-09-01,Not Approved,
8401,8401,FAR,DTA,Reliance Green,Traffic,Traffic incident,FAC,,,2016-09-01 00:00:00,2016-09-01,Not Approved,
8402,8402,FAR,PCG,,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2016-09-01 00:00:00,2016-09-01,Not Approved,
8403,8403,FAR,PCG,DTA PCG,Physical Security,Security,Theft,Attempt,TheftAttempt,2016-08-31 00:00:00,2016-08-31,Approved By Zone IC,
8404,8404,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-31 00:00:00,2016-08-31,Not Approved,
8405,8405,FAR,SEZ,Material Zone,Traffic,Traffic incident,Damaging property,,,2016-08-31 00:00:00,2016-08-31,Approved By Site Head,
8406,8406,FAR,SEZ,Material Zone,Traffic,Traffic incident,Damaging property,,,2016-08-31 00:00:00,2016-08-31,Approved By Site Head,
8407,8407,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2016-08-31 00:00:00,2016-08-31,Not Approved,
8408,8408,FAR,SEZ,D Zone,Automation,Security,Damage to company property,Barrier,Damage to company propertyBarrier,2016-08-31 00:00:00,2016-08-31,Approved By Site Head,
8409,8409,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2016-08-30 00:00:00,2016-08-30,Not Approved,
8410,8410,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-30 00:00:00,2016-08-30,Not Approved,
8411,8411,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2016-08-30 00:00:00,2016-08-30,Not Approved,
8412,8412,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2016-08-30 00:00:00,2016-08-30,Not Approved,
8413,8413,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2016-08-30 00:00:00,2016-08-30,Approved By Site Head,
8414,8414,FAR,SEZ,D Zone,Physical Security,Security,Theft,Attempt,TheftAttempt,2016-08-30 00:00:00,2016-08-30,Approved By Site Head,
8415,8415,FAR,SEZ,Material Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 2,Mock DrillSecurity Mock Drill - Level 2,2016-08-30 00:00:00,2016-08-30,Approved By Site Head,
8416,8416,FAR,PCG,,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2016-08-30 00:00:00,2016-08-30,Not Approved,
8417,8417,FAR,PCG,,Traffic,Traffic incident,Near miss,,,2016-08-30 00:00:00,2016-08-30,Not Approved,
8418,8418,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-30 00:00:00,2016-08-30,Approved By Zone IC,
8419,8419,FAR,DTA,C-Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2016-08-30 00:00:00,2016-08-30,Approved By Site Head,
8420,8420,FAR,MTF,On Shore,Physical Security,Security,Mock Drill,Security Mock Drill - Level 2,Mock DrillSecurity Mock Drill - Level 2,2016-08-30 00:00:00,2016-08-30,Approved By Site Head,
8421,8421,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-30 00:00:00,2016-08-30,Not Approved,
8422,8422,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-29 00:00:00,2016-08-29,Not Approved,
8423,8423,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-29 00:00:00,2016-08-29,Not Approved,
8424,8424,FAR,DTA,A-Zone,Traffic,Traffic incident,MTC,,,2016-08-29 00:00:00,2016-08-29,Not Approved,
8425,8425,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-29 00:00:00,2016-08-29,Not Approved,
8426,8426,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-29 00:00:00,2016-08-29,Not Approved,
8427,8427,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2016-08-29 00:00:00,2016-08-29,Not Approved,
8428,8428,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-29 00:00:00,2016-08-30,Approved By Zone IC,
8429,8429,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2016-08-29 00:00:00,2016-08-29,Approved By Site Head,
8430,8430,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-28 00:00:00,2016-08-28,Not Approved,
8431,8431,FAR,PCG,,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2016-08-28 00:00:00,2016-08-28,Not Approved,
8432,8432,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-28 00:00:00,2016-08-28,Not Approved,
8433,8433,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-27 00:00:00,2016-08-28,Approved By Zone IC,
8434,8434,FAR,PCG,DTA PCG,Physical Security,Security,Theft,Reported,TheftReported,2016-08-27 00:00:00,2016-08-27,Approved By Zone IC,
8435,8435,FAR,PCG,SEZ PCG,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2016-08-27 00:00:00,2016-08-27,Approved By Zone IC,
8436,8436,FAR,PCG,,Physical Security,Security,Theft,Reported,TheftReported,2016-08-27 00:00:00,2016-08-27,Not Approved,
8437,8437,FAR,PCG,SEZ PCG,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2016-08-27 00:00:00,2016-08-27,Approved By Zone IC,
8438,8438,FAR,PCG,,Physical Security,Security,Theft,Attempt,TheftAttempt,2016-08-27 00:00:00,2016-08-27,Not Approved,
8439,8439,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-27 00:00:00,2016-08-27,Not Approved,
8440,8440,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-26 00:00:00,2016-08-26,Approved By Zone IC,
8441,8441,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2016-08-26 00:00:00,2016-08-26,Not Approved,
8442,8442,FAR,SEZ,D Zone,Physical Security,Security,Access control related,Intrusion,Access control relatedIntrusion,2016-08-26 00:00:00,2016-08-26,Approved By Site Head,
8443,8443,FAR,PCG,,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2016-08-26 00:00:00,2016-08-26,Not Approved,
8444,8444,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2016-08-26 00:00:00,2016-08-26,Approved By Site Head,
8445,8445,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2016-08-26 00:00:00,2016-08-26,Approved By Site Head,
8446,8446,FAR,PCG,,Physical Security,Security,Theft,Reported,TheftReported,2016-08-26 00:00:00,2016-08-26,Not Approved,
8447,8447,FAR,MTF,MTF OSBL,Physical Security,Others,IR issue,Others,IR issueOthers,2016-08-25 00:00:00,2016-08-25,Approved By Site Head,
8448,8448,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-24 00:00:00,2016-08-24,Not Approved,
8449,8449,FAR,DTA,Reliance Green,Physical Security,Security,Theft,Reported,TheftReported,2016-08-24 00:00:00,2016-08-24,Not Approved,
8450,8450,FAR,MTF,MTF OSBL,Physical Security,Others,IR issue,Others,IR issueOthers,2016-08-24 00:00:00,2016-08-25,Approved By Site Head,
8451,8451,FAR,PCG,,Physical Security,Security,Alcohol,Recovered,AlcoholRecovered,2016-08-24 00:00:00,2016-08-24,Not Approved,
8452,8452,FAR,PCG,SEZ PCG,Physical Security,Others,IR issue,Others,IR issueOthers,2016-08-24 00:00:00,2016-08-24,Approved By Zone IC,
8453,8453,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-24 00:00:00,2016-08-24,Approved By Zone IC,
8454,8454,FAR,PCG,,Physical Security,Security,Theft,Reported,TheftReported,2016-08-24 00:00:00,2016-08-24,Not Approved,
8455,8455,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-24 00:00:00,2016-08-24,Approved By Site Head,
8456,8456,FAR,SEZ,D Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 2,Mock DrillPlant Mock Drill - Level 2,2016-08-23 00:00:00,2016-08-23,Approved By Site Head,
8457,8457,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-23 00:00:00,2016-08-23,Not Approved,
8458,8458,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-23 00:00:00,2016-08-23,Not Approved,
8459,8459,FAR,DTA,Reliance Green,Physical Security,Security,Theft,Reported,TheftReported,2016-08-23 00:00:00,2016-08-23,Not Approved,
8460,8460,FAR,PCG,,Physical Security,Others,IR issue,Others,IR issueOthers,2016-08-23 00:00:00,2016-08-23,Not Approved,
8461,8461,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-22 00:00:00,2016-08-22,Not Approved,
8462,8462,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-22 00:00:00,2016-08-22,Approved By Zone IC,
8463,8463,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-22 00:00:00,2016-08-22,Approved By Zone IC,
8464,8464,FAR,SEZ,D Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2016-08-22 00:00:00,2016-08-22,Approved By Site Head,
8465,8465,FAR,PCG,,Traffic,Traffic incident,Damaging property,,,2016-08-22 00:00:00,2016-08-22,Not Approved,
8466,8466,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-22 00:00:00,2016-08-22,Not Approved,
8467,8467,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2016-08-22 00:00:00,2016-08-22,Approved By Zone IC,
8468,8468,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2016-08-21 00:00:00,2016-08-21,Not Approved,
8469,8469,FAR,SEZ,D Zone,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2016-08-21 00:00:00,2016-08-21,Approved By Site Head,
8470,8470,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2016-08-21 00:00:00,2016-08-21,Not Approved,
8471,8471,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2016-08-21 00:00:00,2016-08-21,Not Approved,
8472,8472,FAR,SEZ,D Zone,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2016-08-21 00:00:00,2016-08-21,Approved By Site Head,
8473,8473,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-20 00:00:00,2016-08-20,Approved By Site Head,
8474,8474,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-20 00:00:00,2016-08-21,Not Approved,
8475,8475,FAR,PCG,,Traffic,Traffic violation,Driving under the influence of alcohol,,,2016-08-20 00:00:00,2016-08-20,Not Approved,
8476,8476,FAR,PCG,,Physical Security,Others,IR issue,Others,IR issueOthers,2016-08-20 00:00:00,2016-08-20,Not Approved,
8477,8477,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-20 00:00:00,2016-08-20,Approved By Zone IC,
8478,8478,FAR,PCG,,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2016-08-20 00:00:00,2016-08-20,Not Approved,
8479,8479,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-20 00:00:00,2016-08-20,Not Approved,
8480,8480,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-20 00:00:00,2016-08-20,Approved By Site Head,
8481,8481,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-20 00:00:00,2016-08-20,Not Approved,
8482,8482,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-20 00:00:00,2016-08-20,Approved By Zone IC,
8483,8483,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2016-08-19 00:00:00,2016-08-19,Not Approved,
8484,8484,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2016-08-19 00:00:00,2016-08-20,Approved By Zone IC,
8485,8485,FAR,PCG,,Physical Security,Security,Theft,Attempt,TheftAttempt,2016-08-19 00:00:00,2016-08-19,Not Approved,
8486,8486,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2016-08-19 00:00:00,2016-08-19,Approved By Zone IC,
8487,8487,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-19 00:00:00,2016-08-19,Approved By Zone IC,
8488,8488,FAR,DTA,A-Zone,Physical Security,Safety violation,Smoking,,,2016-08-18 00:00:00,2016-08-18,Not Approved,
8489,8489,FAR,SEZ,D Zone,Physical Security,Security,Theft,Attempt,TheftAttempt,2016-08-18 00:00:00,2016-08-18,Approved By Site Head,
8490,8490,FAR,SEZ,Material Zone,Physical Security,Security,Theft,Attempt,TheftAttempt,2016-08-18 00:00:00,2016-08-18,Approved By Site Head,
8491,8491,FAR,SEZ,Material Zone,Physical Security,Security,Theft,Attempt,TheftAttempt,2016-08-18 00:00:00,2016-08-18,Approved By Site Head,
8492,8492,FAR,SEZ,D Zone,Traffic,Traffic incident,Near miss,,,2016-08-18 00:00:00,2016-08-18,Approved By Site Head,
8493,8493,FAR,DTA,A-Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2016-08-18 00:00:00,2016-08-18,Not Approved,
8494,8494,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-18 00:00:00,2016-08-18,Not Approved,
8495,8495,FAR,SEZ,D Zone,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2016-08-18 00:00:00,2016-08-18,Approved By Site Head,
8496,8496,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-18 00:00:00,2016-08-18,Not Approved,
8497,8497,FAR,DTA,C-Zone,Traffic,Traffic incident,Damaging property,,,2016-08-17 00:00:00,2016-08-17,Approved By Site Head,
8498,8498,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-17 00:00:00,2016-08-17,Approved By Site Head,
8499,8499,FAR,PCG,,Physical Security,Security,Access control related,Without EP,Access control relatedWithout EP,2016-08-17 00:00:00,2016-08-17,Not Approved,
8500,8500,FAR,DTA,C-Zone,Traffic,Traffic incident,Damaging property,,,2016-08-17 00:00:00,2016-08-17,Approved By Site Head,
8501,8501,FAR,PCG,,Traffic,Traffic violation,Wrong side overtaking,,,2016-08-17 00:00:00,2016-08-17,Not Approved,
8502,8502,FAR,SEZ,D Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2016-08-17 00:00:00,2016-08-17,Approved By Site Head,
8503,8503,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2016-08-17 00:00:00,2016-08-17,Approved By Zone IC,
8504,8504,FAR,PCG,,Physical Security,Security,Theft,Reported,TheftReported,2016-08-16 00:00:00,2016-08-16,Not Approved,
8505,8505,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2016-08-16 00:00:00,2016-08-16,Approved By Zone IC,
